iem_abbr	call_index	iem_name	entrez_gene_ids	knockout_reaction_patterns	biomarker_reaction	vmh_metabolite	model_compartment	biofluid_tested	expected_direction	reported_biofluids_raw	label_raw	also_in_recon3d_branch	source_header_line	source_call_line	gene_symbols	unmapped_entrez	orpha_code	orpha_name	orpha_match_score	orpha_assoc_type	orpha_assoc_status	n_candidate_disorders	omim_ids	icd10	vmh_name	hmdb	chebi	kegg	hpo_check	hpo_evidence
PHOX1	57	PHOX1 Primary Hyperoxaluria-Type 1	189.1	_AGTix;_SPTix;_r0160	EX_glyclt[u]	glyclt	u	urine	Increased	urine	Increased (urine)	False	2427	2446	AGXT		93598	Primary hyperoxaluria type 1	0.871	Disease-causing germline mutation(s) in	Assessed	1	259900	E74.8	Glycolate	HMDB00115	CHEBI:17497	C00160	not_in_hpo_annotations	
PHOX1	57	PHOX1 Primary Hyperoxaluria-Type 1	189.1	_AGTix;_SPTix;_r0160	EX_glx[u]	glx	u	urine	Increased	urine	Increased (urine)	False	2427	2446	AGXT		93598	Primary hyperoxaluria type 1	0.871	Disease-causing germline mutation(s) in	Assessed	1	259900	E74.8	Glyoxylate	HMDB00119	CHEBI:16891	C00048	not_in_hpo_annotations	
ADSL	58	ADSL Adenylosuccinase Deficiency	4967.1	_ADSL1;_ADSL2	EX_25aics[u]	25aics	u	urine	Increased	urine/csf	Increased (urine/csf)	True	2449	2481	OGDH		31	Oxoglutaric aciduria	0.579	Disease-causing germline mutation(s) (loss of function) in	Assessed	1	203740	E88.8	(S)-2-[5-Amino-1-(5-Phospho-D-Ribosyl)Imidazole-4-Carboxamido]Succinate		CHEBI:18319	C04823	no_hpo_metabolite_term_for_disorder	
ADSL	58	ADSL Adenylosuccinase Deficiency	4967.1	_ADSL1;_ADSL2	DM_Brain_25aics[c]	Brain_25aics	c	cytosol	Increased	urine/csf	Increased (urine/csf)	False	2449	2481	OGDH		31	Oxoglutaric aciduria	0.579	Disease-causing germline mutation(s) (loss of function) in	Assessed	1	203740	E88.8					no_hpo_metabolite_term_for_disorder	
CD	59	CD Canavan Disease - only milder forms of this disease have been reported (there is an isozyme in Recon -- due to mild form report I included this IEM anyway)	443.1	_NACASPAH	EX_25aics[u]	25aics	u	urine	Increased	urine/csf	Increased (urine/csf)	False	2485	2520	ASPA		314918	Mild Canavan disease	0.191	Disease-causing germline mutation(s) (loss of function) in	Assessed	2	271900	E75.2	(S)-2-[5-Amino-1-(5-Phospho-D-Ribosyl)Imidazole-4-Carboxamido]Succinate		CHEBI:18319	C04823	no_hpo_metabolite_term_for_disorder	
CD	59	CD Canavan Disease - only milder forms of this disease have been reported (there is an isozyme in Recon -- due to mild form report I included this IEM anyway)	443.1	_NACASPAH	EX_Nacasp[u]	Nacasp	u	urine	Increased	urine/csf/blood	Increased (urine/csf/blood)	True	2485	2520	ASPA		314918	Mild Canavan disease	0.191	Disease-causing germline mutation(s) (loss of function) in	Assessed	2	271900	E75.2	N-Acetyl-L-Aspartate	HMDB00812	CHEBI:21547	C01042	no_hpo_metabolite_term_for_disorder	
CD	59	CD Canavan Disease - only milder forms of this disease have been reported (there is an isozyme in Recon -- due to mild form report I included this IEM anyway)	443.1	_NACASPAH	DM_Nacasp[bc]	Nacasp	bc	blood	Increased	urine/csf/blood	Increased (urine/csf/blood)	False	2485	2520	ASPA		314918	Mild Canavan disease	0.191	Disease-causing germline mutation(s) (loss of function) in	Assessed	2	271900	E75.2	N-Acetyl-L-Aspartate	HMDB00812	CHEBI:21547	C01042	no_hpo_metabolite_term_for_disorder	
CD	59	CD Canavan Disease - only milder forms of this disease have been reported (there is an isozyme in Recon -- due to mild form report I included this IEM anyway)	443.1	_NACASPAH	DM_Nacasp[csf]	Nacasp	csf	csf	Increased	urine/csf/blood	Increased (urine/csf/blood)	False	2485	2520	ASPA		314918	Mild Canavan disease	0.191	Disease-causing germline mutation(s) (loss of function) in	Assessed	2	271900	E75.2	N-Acetyl-L-Aspartate	HMDB00812	CHEBI:21547	C01042	no_hpo_metabolite_term_for_disorder	
HPC	60	HPC Hereditary Coproporphyria	1371.1	_CPPPGO	EX_25aics[u]	25aics	u	urine	Increased	urine/csf	Increased (urine/csf)	False	2522	2557	CPOX		79273	Hereditary coproporphyria	0.926	Disease-causing germline mutation(s) in	Assessed	2	121300	E80.2	(S)-2-[5-Amino-1-(5-Phospho-D-Ribosyl)Imidazole-4-Carboxamido]Succinate		CHEBI:18319	C04823	not_in_hpo_annotations	
HPC	60	HPC Hereditary Coproporphyria	1371.1	_CPPPGO	EX_C05770[u]	C05770	u	urine	Increased	urine/csf/blood	Increased (urine/csf/blood)	True	2522	2557	CPOX		79273	Hereditary coproporphyria	0.926	Disease-causing germline mutation(s) in	Assessed	2	121300	E80.2	Coproporphyrin Iii	HMDB00570	CHEBI:27609	C05770	corroborated	HP:0010473 Porphyrinuria [Frequent (79-30%)]
HPC	60	HPC Hereditary Coproporphyria	1371.1	_CPPPGO	DM_C05770[bc]	C05770	bc	blood	Increased	urine/csf/blood	Increased (urine/csf/blood)	False	2522	2557	CPOX		79273	Hereditary coproporphyria	0.926	Disease-causing germline mutation(s) in	Assessed	2	121300	E80.2	Coproporphyrin Iii	HMDB00570	CHEBI:27609	C05770	corroborated_other_biofluid	HP:0010473 Porphyrinuria [Frequent (79-30%)]
HPC	60	HPC Hereditary Coproporphyria	1371.1	_CPPPGO	DM_C05770[csf]	C05770	csf	csf	Increased	urine/csf/blood	Increased (urine/csf/blood)	False	2522	2557	CPOX		79273	Hereditary coproporphyria	0.926	Disease-causing germline mutation(s) in	Assessed	2	121300	E80.2	Coproporphyrin Iii	HMDB00570	CHEBI:27609	C05770	corroborated_other_biofluid	HP:0010473 Porphyrinuria [Frequent (79-30%)]
HMET	61	HMET Hypermethioninemia	191.1	_GNMT	EX_met_L[u]	met_L	u	urine	Increased	urine/blood	Increased (urine/blood)	True	2560	2597	AHCY		88618	S-adenosylhomocysteine hydrolase deficiency	0.303	Disease-causing germline mutation(s) in	Assessed	1	613752	E72.1	L-Methionine	HMDB00696	CHEBI:16643	C00073	corroborated_other_biofluid	HP:0003235 Hypermethioninemia [Occasional (29-5%)]
HMET	61	HMET Hypermethioninemia	191.1	_GNMT	EX_hcys_L[u]	hcys_L	u	urine	Increased	urine/blood	Increased (urine/blood)	True	2560	2597	AHCY		88618	S-adenosylhomocysteine hydrolase deficiency	0.303	Disease-causing germline mutation(s) in	Assessed	1	613752	E72.1	L-Homocysteine	HMDB00742	CHEBI:17230	C00155	not_in_hpo_annotations	
HMET	61	HMET Hypermethioninemia	191.1	_GNMT	DM_hcys_L[bc]	hcys_L	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	2560	2597	AHCY		88618	S-adenosylhomocysteine hydrolase deficiency	0.303	Disease-causing germline mutation(s) in	Assessed	1	613752	E72.1	L-Homocysteine	HMDB00742	CHEBI:17230	C00155	not_in_hpo_annotations	
HMET	61	HMET Hypermethioninemia	191.1	_GNMT	DM_met_L[bc]	met_L	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	2560	2597	AHCY		88618	S-adenosylhomocysteine hydrolase deficiency	0.303	Disease-causing germline mutation(s) in	Assessed	1	613752	E72.1	L-Methionine	HMDB00696	CHEBI:16643	C00073	corroborated	HP:0003235 Hypermethioninemia [Occasional (29-5%)]
DESMO	62	DESMO Desmosterolosis	1718.1	_DHCR241r;_DHCR243r;_r0783;_r1380;_DSREDUCr;_HMR_1526;_RE3129N	DM_dsmsterol[bc]	dsmsterol	bc	blood	Increased	blood	Increased (blood)	False	2600	2643	DHCR24		35107	Desmosterolosis	0.833	Disease-causing germline mutation(s) in	Assessed	1	602398	Q87.8	Desmosterol	HMDB02719	CHEBI:17737	C01802	no_hpo_metabolite_term_for_disorder	
2OAA	63	2OAA 2-Oxoadipate Acidemia	89874.1	_2OXOADPTm;_2AMADPTm;_r0879	DM_L2aadp[bc]	L2aadp	bc	blood	Increased	blood	Increased (blood)	False	2647	2683	SLC25A21							0			L-2-Aminoadipate	HMDB00510	CHEBI:37024	C00956	no_hpo_metabolite_term_for_disorder	
2OAA	63	2OAA 2-Oxoadipate Acidemia	89874.1	_2OXOADPTm;_2AMADPTm;_r0879	EX_2oxoadp[u]	2oxoadp	u	urine	Increased	urine	Increased (urine)	True	2647	2683	SLC25A21							0			2-Oxoadipate	HMDB00225	CHEBI:15753	C00322	no_hpo_metabolite_term_for_disorder	
2OAA	63	2OAA 2-Oxoadipate Acidemia	89874.1	_2OXOADPTm;_2AMADPTm;_r0879	EX_adpoh[u]	adpoh	u	urine	Increased	urine	Increased (urine)	True	2647	2683	SLC25A21							0			2-Hydroxyadipic Acid				no_hpo_metabolite_term_for_disorder	
